80001970,Rua XV de Novembro 700,,Centro,2869,18
80002900,Rua João Negrão 1251,,Rebouças,2869,18
80010000,Rua José Loureiro,,Centro,2869,18
80010010,Rua Marechal Deodoro,- até 0766 - lado par,Centro,2869,18
80010020,Rua Pedro Ivo,,Centro,2869,18
80010030,Praça Rui Barbosa,,Centro,2869,18
80010040,Largo Alfredo Parodi,,Centro,2869,18
80010050,Rua Emiliano Perneta,- até 370/371,Centro,2869,18
80010060,Travessa Jesuíno Marcondes,,Centro,2869,18
80010070,Rua Senador Alencar Guimarães,,Centro,2869,18
80010080,Rua André de Barros,,Centro,2869,18
80010090,Travessa Frei Caneca,,Centro,2869,18
80010100,Avenida Visconde de Guarapuava,- de 2181/2182 a 3335/3336,Centro,2869,18
80010110,Rua Desembargador Westphalen,- até 719/0720 ,Centro,2869,18
80010120,Alameda Doutor Muricy,- até 575/576,Centro,2869,18
80010130,Avenida Marechal Floriano Peixoto,- de 180/181 a 929/930,Centro,2869,18
80010140,Praça Carlos Gomes,,Centro,2869,18
80010150,Rua Monsenhor Celso,,Centro,2869,18
80010160,Rua Lourenço Pinto,,Centro,2869,18
80010170,Praça Eufrásio Correia,,Centro,2869,18
80010180,Rua Barão do Rio Branco,,Centro,2869,18
80010190,Travessa da Lapa,,Centro,2869,18
80010200,Rua João Negrão,- até 849/850,Centro,2869,18
80010210,Praça Senador Correia,,Centro,2869,18
80010901,Rua Barão do Rio Branco 182,,Centro,2869,18
80010902,"Rua Barão do Rio Branco, s/n",,Centro,2869,18
80010921,Rua Monsenhor Celso 219,,Centro,2869,18
80010924,Rua José Loureiro 574,,Centro,2869,18
80010970,Rua Marechal Deodoro,,Centro,2869,18
80010981,Rua André de Barros 90/100,,Centro,2869,18
80011970,Rua Marechal Deodoro 298,,Centro,2869,18
80012970,Rua Marechal Deodoro 298,,Centro,2869,18
80020000,Rua Voluntários da Pátria,,Centro,2869,18
80020010,Praça General Osório,,Centro,2869,18
80020020,Avenida Luiz Xavier,,Centro,2869,18
80020030,Travessa Oliveira Bello,,Centro,2869,18
80020040,Alameda Doutor Muricy,- de 577/578 ao fim,Centro,2869,18
80020050,Rua Cândido de Leão,,Centro,2869,18
80020060,Rua Candido Lopes,,Centro,2869,18
80020070,Largo Frederico Faria de Oliveira,,Centro,2869,18
80020080,Praça Zacarias,,Centro,2869,18
80020090,Avenida Marechal Floriano Peixoto,- até 178/179,Centro,2869,18
80020100,Praça Tiradentes,,Centro,2869,18
80020110,Rua do Rosário,,Centro,2869,18
80020120,Travessa Nestor de Castro,,Centro,2869,18
80020130,Rua José Bonifácio,,Centro,2869,18
80020140,Galeria Júlio Moreira,,Centro,2869,18
80020150,Largo Coronel Enéas,,São Francisco,2869,18
80020160,Travessa Padre Júlio de Campos,,Centro,2869,18
80020170,Rua Doutor Claudino dos Santos,,São Francisco,2869,18
80020180,Rua Barão do Serro Azul,,Centro,2869,18
80020190,Rua São Francisco,,Centro,2869,18
80020200,Rua Prefeito João Moreira Garcez,,Centro,2869,18
80020210,Travessa Tobias de Macedo,,Centro,2869,18
80020220,Praça José Borges de Macedo,,Centro,2869,18
80020240,Rua Alfredo Bufren,,Centro,2869,18
80020250,Rua Riachuelo,,Centro,2869,18
80020260,Praça Dezenove de Dezembro,,Centro,2869,18
80020270,Rua Treze de Maio,- até 469/470,Centro,2869,18
80020280,Rua Presidente Carlos Cavalcanti,- até 569/570,Centro,2869,18
80020290,Rua Presidente Faria,,Centro,2869,18
80020300,Praça Santos Andrade,,Centro,2869,18
80020310,Rua XV de Novembro,- até 894/0895,Centro,2869,18
80020320,Rua Marechal Deodoro,- até 0765 - lado ímpar,Centro,2869,18
80020330,Parque Passeio Público,,Centro,2869,18
80020340,Galeria Pinheiro Lima,,Centro,2869,18
80020911,Rua Marechal Deodoro 555,,Centro,2869,18
80020914,Avenida Marechal Floriano Peixoto 96,,Centro,2869,18
80020924,Rua XV de Novembro 620,,Centro,2869,18
80020925,Rua XV de Novembro 621,,Centro,2869,18
80020933,Rua Prefeito João Moreira Garcez 170,,Centro,2869,18
80020937,Praça Generoso Marques 27,,Centro,2869,18
80020981,Rua Prefeito João Moreira Garcez 92,,Centro,2869,18
80020982,Rua Emiliano Perneta 288 Lojas 06 e 07,,Centro,2869,18
80021980,Avenida Luiz Xavier 103,,Centro,2869,18
80030000,Avenida João Gualberto,- até 1343/1344,Alto da Glória,2869,18
80030001,Avenida João Gualberto,- de 1345/1346 ao fim,Juvevê,2869,18
80030010,Rua Luiz Leão,,Centro,2869,18
80030020,Praça Gibran Khalil Gibran,,Centro Cívico,2869,18
80030030,Rua Heitor Stockler de Franca,,Centro Cívico,2869,18
80030040,Largo José Knopfholz,,Centro Cívico,2869,18
80030050,Rua Ary Camargo Queiroz,,Centro Cívico,2869,18
80030070,Rua Comendador Fontana,,Centro Cívico,2869,18
80030080,Travessa Itália,,Alto da Glória,2869,18
80030090,Travessa Rui Leão,,Alto da Glória,2869,18
80030100,Rua Padre Antônio,,Centro,2869,18
80030110,Avenida Agostinho Leão Júnior,,Centro,2869,18
80030120,Rua Gottlieb Müeller,,Alto da Glória,2869,18
80030130,Rua Carlos Eduardo Leão,,Alto da Glória,2869,18
80030140,Rua Maria Clara,,Alto da Glória,2869,18
80030150,Travessa Luthero,,Alto da Glória,2869,18
80030152,Trincheira da Avenida João Gualberto,,Alto da Glória,2869,18
80030160,Praça Goethe,,Alto da Glória,2869,18
80030170,Praça Portugal,,Alto da Glória,2869,18
80030182,Jardinete Engenheiro Raul Iwersen,,Alto da Glória,2869,18
80030190,Travessa José do Patrocínio,,Alto da Glória,2869,18
80030200,Rua Mauá,,Alto da Glória,2869,18
80030210,Rua Tertuliano Müller,,Alto da Glória,2869,18
80030220,Rua Amâncio Moro,,Alto da Glória,2869,18
80030230,Rua Campos Sales,- até 414/415,Alto da Glória,2869,18
80030232,Praça Else Schiller Otte,,Alto da Glória,2869,18
80030240,Rua Augusto Severo,,Alto da Glória,2869,18
80030250,Rua Pedro Rolim de Moura,,Alto da Glória,2869,18
80030260,Rua Simão Bolivar,- até 377/378,Alto da Glória,2869,18
80030270,Rua Paraguassu,,Alto da Glória,2869,18
80030280,Rua Alberto Bolliger,,Juvevê,2869,18
80030285,Rua Campos Sales,- de 981 ao fim - lado ímpar,Ahú,2869,18
80030290,Rua Doutor Goulin,- até 552/553,Alto da Glória,2869,18
80030300,Rua Cândido Mader,,Juvevê,2869,18
80030310,Rua Barão de Guaraúna,,Alto da Glória,2869,18
80030320,Rua Doutor Zamenhof,,Alto da Glória,2869,18
80030330,Rua Nicolau Maeder,- até 429/430,Alto da Glória,2869,18
80030340,Rua Augusto Stresser,- até 298/299,Alto da Glória,2869,18
80030360,Rua Constantino Marochi,,Juvevê,2869,18
80030370,Rua Machado de Assis,- até 569/570,Juvevê,2869,18
80030376,Rua Campos Sales,- de 416/417 a 979/980,Juvevê,2869,18
80030378,Rua Campos Sales,- de 982 ao fim - lado par,Juvevê,2869,18
80030380,Rua Cambará,,Juvevê,2869,18
80030390,Rua Rocha Pombo,- até 718/719,Juvevê,2869,18
80030400,Rua Barão dos Campos Gerais,,Juvevê,2869,18
80030402,Praça Vivian Calopreso Braga,,Juvevê,2869,18
80030410,Rua Moyses Marcondes,- até 668/669,Juvevê,2869,18
80030415,Jardinete Mário Bandeira Rocha,,Juvevê,2869,18
80030420,Rua Guarda-Mor Lustosa,,Juvevê,2869,18
80030430,Rua Elbe Pospissil,,Juvevê,2869,18
80030440,Rua Manoel Eufrásio,- até 533/534,Juvevê,2869,18
80030450,Jardinete Paul Harris,,Juvevê,2869,18
80030460,Travessa Doutor Flávio Luz,,Juvevê,2869,18
80030462,Jardinete Padre Bonifácio Kleinpass,,Juvevê,2869,18
80030470,Rua São Vicente,,Juvevê,2869,18
80030475,Avenida Munhoz da Rocha,- até 399/400,Juvevê,2869,18
80030480,Praça São Paulo da Cruz,,Juvevê,2869,18
80030510,Rua Melchíades Fangueiro,,Juvevê,2869,18
80030530,Jardinete José de Oliveira Rocha,,Juvevê,2869,18
80030900,Avenida João Gualberto 530,,Centro,2869,18
80030980,Rua Campos Sales 623,,Juvevê,2869,18
80035000,Avenida Munhoz da Rocha,- de 401/402 ao fim,Cabral,2869,18
80035010,Rua Bom Jesus,,Juvevê,2869,18
80035015,Jardinete Guilherme Ronconi,,Juvevê,2869,18
80035020,Rua São Pedro,,Cabral,2869,18
80035030,Rua Doutor Manoel Pedro,,Cabral,2869,18
80035040,Rua Chichorro Júnior,,Cabral,2869,18
80035050,Rua dos Funcionários,,Cabral,2869,18
80035060,Rua João Américo de Oliveira,- até 559/560,Cabral,2869,18
80035070,Rua Alfredo Wenske,,Cabral,2869,18
80035090,Rua Quintino Bocaiúva,,Cabral,2869,18
80035100,Rua Professor Arthur Loyola,,Cabral,2869,18
80035110,Rua Recife,,Cabral,2869,18
80035120,Rua Deputado Joaquim José Pedrosa,,Cabral,2869,18
80035130,Avenida Paraná,- até 1369/1370,Cabral,2869,18
80035140,Rua São Luiz,,Cabral,2869,18
80035142,Praça Coronel Elísio da Costa Marques,,Cabral,2869,18
80035150,Rua Coronel João de Alencar Guimarães Filho,,Cabral,2869,18
80035160,Rua dos Passionistas,,Cabral,2869,18
80035170,Rua Belém,,Cabral,2869,18
80035180,Rua Vereador Garcia Rodrigues Velho,,Cabral,2869,18
